1	2	0	1	0.25	965	653
1	3	0	1	0.125	524	597
1	4	0	1	0.125	380	632
1	5	0	1	0.25	322	88
1	6	0	1	0	322	88
1	7	0	1	0.375	823	235
1	8	0	1	0.125	662	627
1	9	0	1	0.625	836	493
1	10	0	1	0.125	635	396
1	11	0	1	0	635	396
1	12	0	1	0.25	797	217
1	13	0	1	0.25	751	127
1	14	0	1	0.25	743	174
1	15	0	1	0.25	409	316
1	16	0	1	0	409	316
1	17	0	1	0	409	316
1	18	0	1	0.25	713	451
1	19	0	1	0	713	451
1	20	0	1	0.125	750	437
1	21	0	1	0.25	919	194
1	22	0	1	0	919	194
1	23	0	1	0	919	194
1	24	0	1	0	919	194
1	25	0	1	0	919	194
1	2	0	2	0.25	572	219
1	3	0	2	0.25	829	334
1	4	0	2	0.375	907	91
1	5	0	2	0.25	554	216
1	6	0	2	0	554	216
1	7	0	2	0.125	721	106
1	8	0	2	0.25	501	562
1	9	0	2	0.625	764	665
1	10	0	2	0.25	750	129
1	11	0	2	0	750	129
1	12	0	2	0.25	651	265
1	13	0	2	0.375	186	384
1	14	0	2	0.25	323	623
1	15	0	2	0.25	752	569
1	16	0	2	0	752	569
1	17	0	2	0	752	569
1	18	0	2	0.25	321	664
1	19	0	2	0	321	664
1	20	0	2	0	321	664
1	21	0	2	0	321	664
1	22	0	2	0	321	664
1	23	0	2	0	321	664
1	24	0	2	0	321	664
1	25	0	2	0	321	664
1	2	0	3	0.5	547	321
1	3	0	3	0.125	805	304
1	4	0	3	0.375	906	289
1	5	0	3	0.125	774	305
1	6	0	3	0	774	305
1	7	0	3	0.25	203	260
1	8	0	3	0.125	979	664
1	9	0	3	0.25	717	177
1	10	0	3	0.25	802	550
1	11	0	3	0	802	550
1	12	0	3	0.125	456	532
1	13	0	3	0.25	937	654
1	14	0	3	0.5	952	541
1	15	0	3	0.125	215	382
1	16	0	3	0	215	382
1	17	0	3	0	215	382
1	18	0	3	0.375	408	666
1	19	0	3	0	408	666
1	20	0	3	0	408	666
1	21	0	3	0	408	666
1	22	0	3	0	408	666
1	23	0	3	0	408	666
1	24	0	3	0	408	666
1	25	0	3	0	408	666
1	2	0	4	0.25	309	573
1	3	0	4	0.125	400	293
1	4	0	4	0.25	575	74
1	5	0	4	0.125	732	185
1	6	0	4	0	732	185
1	7	0	4	0.375	761	157
1	8	0	4	0.375	571	522
1	9	0	4	0.625	230	195
1	10	0	4	0	230	195
1	11	0	4	0	230	195
1	12	0	4	0	230	195
1	13	0	4	0.125	554	642
1	14	0	4	0.375	462	439
1	15	0	4	0.25	794	380
1	16	0	4	0	794	380
1	17	0	4	0	794	380
1	18	0	4	0.125	517	99
1	19	0	4	0	517	99
1	20	0	4	0	517	99
1	21	0	4	0	517	99
1	22	0	4	0	517	99
1	23	0	4	0	517	99
1	24	0	4	0	517	99
1	25	0	4	0	517	99
1	2	1	1	0.25	657	78
1	3	1	1	0.125	530	444
1	4	1	1	0.125	551	59
1	5	1	1	0.375	174	296
1	6	1	1	0	174	296
1	7	1	1	0.25	254	148
1	8	1	1	0.25	497	354
1	9	1	1	0.375	244	247
1	10	1	1	0.125	858	364
1	11	1	1	0	858	364
1	12	1	1	0	858	364
1	13	1	1	0	858	364
1	14	1	1	0.375	956	556
1	15	1	1	0.125	602	438
1	16	1	1	0	602	438
1	17	1	1	0	602	438
1	18	1	1	0.125	704	584
1	19	1	1	0	704	584
1	20	1	1	0	704	584
1	21	1	1	0	704	584
1	22	1	1	0	704	584
1	23	1	1	0	704	584
1	24	1	1	0	704	584
1	25	1	1	0	704	584
1	2	1	2	0.375	762	227
1	3	1	2	0.125	729	52
1	4	1	2	0.125	646	318
1	5	1	2	0.25	663	648
1	6	1	2	0	663	648
1	7	1	2	0.25	828	432
1	8	1	2	0.375	743	253
1	9	1	2	0.5	354	398
1	10	1	2	0	354	398
1	11	1	2	0	354	398
1	12	1	2	0	354	398
1	13	1	2	0.125	459	84
1	14	1	2	0.375	304	478
1	15	1	2	0.375	302	563
1	16	1	2	0	302	563
1	17	1	2	0	302	563
1	18	1	2	0.125	658	341
1	19	1	2	0	658	341
1	20	1	2	0	658	341
1	21	1	2	0.125	894	70
1	22	1	2	0	894	70
1	23	1	2	0	894	70
1	24	1	2	0	894	70
1	25	1	2	0	894	70
1	2	1	3	0.25	298	580
1	3	1	3	0.25	375	472
1	4	1	3	0.125	877	407
1	5	1	3	0.25	574	654
1	6	1	3	0	574	654
1	7	1	3	0.375	689	104
1	8	1	3	0.125	731	362
1	9	1	3	0.375	738	263
1	10	1	3	0	738	263
1	11	1	3	0	738	263
1	12	1	3	0	738	263
1	13	1	3	0.125	693	411
1	14	1	3	0.25	367	340
1	15	1	3	0.125	446	607
1	16	1	3	0	446	607
1	17	1	3	0	446	607
1	18	1	3	0	446	607
1	19	1	3	0	446	607
1	20	1	3	0	446	607
1	21	1	3	0	446	607
1	22	1	3	0	446	607
1	23	1	3	0	446	607
